merchant_sku,catalog_name_ar,official_product_name,verified_brand,verified_size,verified_variant,product_type,category_slug,identity_source_type,image_source_type,identity_source_url,identity_confidence,identity_status,catalog_identity_match_status,catalog_identity_match_notes,identity_notes,source_image_url,source_tier_rule
ARD-2773,عطر عود مود تذكر 100 مل,Oud Mood Reminiscence,Lattafa,100 مل,Reminiscence,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/oud-mood-reminiscence/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر عود مود تذكر 100 مل' aligns with official 'Oud Mood Reminiscence' via transliteration.,Official Lattafa Arabic page عود مود ريمينيشينس matches catalog تذكر; 100 ML men.,https://www.lattafa.my/cdn/oud-mood-reminiscence-lattafa-100ml-9/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-2793,معطر جو لطافة جديد فخر لطافة هوم,Fakhar Lattafa Home Air Freshener,Lattafa,300 مل,,Air Freshener,home-linen-air,official_manufacturer,official_distributor,https://lattafa.com/product/fakhar-lattafa-men/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'معطر جو لطافة جديد فخر لطافة هوم' aligns with official 'Fakhar Lattafa Home Air Freshener' via transliteration.,Stage2 ready Lattafa Fakhar home AF; identity tied to Fakhar Lattafa line. | image unresolved in enrichment pass,https://www.lattafa.my/cdn/perfumes/lattafa/fakhar-silver-lattafa-100ml-edp-perfume-lelaki-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-2797,معطر جو لطافة جديد فخر لطافة نسائي,Fakhar Lattafa Women Air Freshener,Lattafa,300 مل,,Air Freshener,home-linen-air,official_manufacturer,official_distributor,https://lattafa.com/product/fakhar-lattafa-women/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'معطر جو لطافة جديد فخر لطافة نسائي' aligns with official 'Fakhar Lattafa Women Air Freshener' via transliteration., | image unresolved in enrichment pass,https://www.lattafa.my/cdn/perfumes/lattafa/fakhar-rose-gold-lattafa-perfume-wanita-rose-sweet-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-287,عطر انا الابيض,Ana Abiyedh,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ana-abiyedh/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog انا الابيض = Ana Abiyedh classic.,catalog_identity_mismatch_reconcile Option A: restored Ana Abiyedh for same SKU.,https://www.lattafa.my/cdn/perfumes/lattafa/ana-abiyedh-by-lattafa-60ml-edp-unisex-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-2876,عطر قصائد السلطان 100 مل,Qasaed Al Sultan,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/qasaed-al-sultan/,medium,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر قصائد السلطان 100 مل' aligns with official 'Qasaed Al Sultan' via transliteration.,Qasaed Al Sultan Lattafa 100ml via Fragrantica + Lattafa MY; official .com page not confirmed.,https://www.lattafa.my/cdn/perfumes/lattafa/qasaed-al-sultan-lattafa-perfumes-malaysia3-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-2879,عطر خمرة 100 مل,Khamrah,Lattafa,100 مل,Original (not Qahwa),Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/khamrah/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر خمرة 100 مل' aligns with official 'Khamrah' via transliteration.,Official Lattafa Khamrah (original) 100 ML unisex; distinct from Khamrah Qahwa.,https://www.lattafa.my/cdn/perfumes/lattafa/khamrah-lattafa-perfume-malaysia-vanilla1-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-2932,عطر الاوصاف 100 مل,Al Awsaaf,Lattafa,100 مل,,Eau de Parfum,perfumes,trusted_retailer,trusted_retailer,https://scentclones.com/lattafa-al-awsaaf-review/,medium,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر الاوصاف 100 مل' aligns with official 'Al Awsaaf' via transliteration.,Al Awsaaf / الاوصاف Lattafa listed on Fragrantica designer index; notes from detailed review/community sources; official .com page not confirmed.,https://scentclones.com/wp-content/uploads/2026/03/lattafa-al-awsaaf-review-featured.webp,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-2933,عطر تميمة 100 مل,Tamima,Lattafa,100 مل,,Eau de Parfum,perfumes,official_manufacturer,trusted_retailer,https://lattafa.com/ar/product/tamima/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر تميمة 100 مل' aligns with official 'Tamima' via transliteration.,Official Lattafa Arabic page تميمة; 100 ML women. | image unresolved in enrichment pass,https://ecombe.nahdionline.com/media/catalog/product/1/0/103544730_af35ef70487987eab_21360.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-308,عطر اختياري,Ekhtiari,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa-ca.com/p/ekhtiari/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog اختياري = Lattafa Ekhtiari/Ikhtiari.,catalog_identity_mismatch_reconcile Option A: restored Ekhtiari; image from lattafa-ca distributor.,https://www.lattafa-ca.com/wp-content/uploads/lattafa-unisex-fragrances/6291106069037.png,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-309,عطر وشوشه,Washwashah,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/washwashah/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog وشوشه = Washwashah/Washwasha.,catalog_identity_mismatch_reconcile Option A: restored Washwashah for same SKU.,https://www.lattafa.my/cdn/perfumes/lattafa/washwasha-by-lattafa-100ml-edp-wanita-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-310,عطر رغبه رجالي,Raghba for Men,Lattafa,100 مل,for Men,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/raghba-for-men/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog رغبه رجالي = Raghba for Men (not Her Confession).,catalog_identity_mismatch_reconcile Option A: restored Raghba for Men for same SKU.,https://www.lattafa.my/cdn/perfumes/lattafa/raghba-men-lattafa-perfume-lelaki-sweet-smoky-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-311,عطر رمز لطافه فضي,Ramz Silver,Lattafa,100 مل,Silver,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ramz-silver/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog رمز لطافه فضي = Ramz Silver.,catalog_identity_mismatch_reconcile Option A: restored Ramz Silver for same SKU.,https://www.lattafa.my/cdn/perfumes/lattafa/ramz-silver-lattafa-perfume-lelaki-fresh-spicy-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3117,عطر انسام سلفر,Ansaam Silver,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa-pride/ansaam-silver/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر انسام سلفر' aligns with official 'Ansaam Silver' via transliteration.,Replacement for ARD-2323 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/434769cb-9d7e-4cc7-9cd1-e04ab962dd00/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-312,عطر اعجازي لطافة,Ejaazi,Lattafa,90 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ejaazi/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog اعجازي لطافة = Ejaazi/Ijaazi.,catalog_identity_mismatch_reconcile Option A: restored Ejaazi for same SKU.,https://www.lattafa.my/cdn/perfumes/lattafa/ejaazi-by-lattafa-100ml-edp-perfume-men-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3149,عطر يارا موي 100 مل,Yara Moii / Yara Moi,Lattafa,100 مل,Moi / Moii,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/yara-moi/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر يارا موي 100 مل' aligns with official 'Yara Moii / Yara Moi' via transliteration.,Official Lattafa Yara Moii 100 ML women; catalog يارا موي matches.,https://www.lattafa.my/cdn/perfumes/lattafa/yara-moi-by-lattafa-100ml-edp-wanita-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3240,عطر هيا 100 مل,Haya,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/haya/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر هيا 100 مل' aligns with official 'Haya' via transliteration.,Official Lattafa Arabic Haya 100 ML women.,https://www.lattafa.my/cdn/perfumes/lattafa/haya-lattafa-perfume-wanita-fruity-floral-long-lasting-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3242,عطر سكينة 100 مل,Sakeena,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/sakeena/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر سكينة 100 مل' aligns with official 'Sakeena' via transliteration.,Official Lattafa Arabic Sakeena/سكينة 100 ML women.,https://www.lattafa.my/cdn/perfumes/lattafa/sakeena-by-lattafa-100ml-edp-wanita-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3244,عطر تاويل 100 مل,Ta'weel,Lattafa,100 مل,,Eau de Parfum,perfumes,official_manufacturer,official_distributor,https://lattafa.com/product/taweel/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog تاويل = Ta'weel (apostrophe/transliteration).,Official Lattafa Taweel 100 ML men. | image unresolved in enrichment pass,https://www.lattafa.my/cdn/perfumes/lattafa/taweel-by-lattafa-100ml-edp-unisex-2/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3245,عطر ايمان 100 مل,Emaan,Lattafa,100 مل,,Eau de Parfum,perfumes,official_manufacturer,official_distributor,https://lattafa.com/product/emaan/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر ايمان 100 مل' aligns with official 'Emaan' via transliteration.,Official Lattafa Emaan 100 ML women. | image unresolved in enrichment pass,https://www.lattafa.my/cdn/perfumes/lattafa/68f50d1a1936c1760890138-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3260,عطر ماهر لاغسي 100 مل,Maahir Legacy,Lattafa,100 مل,Legacy,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/maahir-legacy/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر ماهر لاغسي 100 مل' aligns with official 'Maahir Legacy' via transliteration.,Official Lattafa Maahir Legacy 100 ML men; catalog لاغسي=Legacy.,https://www.lattafa.my/cdn/perfumes/lattafa/maahir-legacy-by-lattafa-perfume-unisex-malaysia-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3274,عطر ذوق 80 مل,Thouq,Lattafa,80 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/thouq/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر ذوق 80 مل' aligns with official 'Thouq' via transliteration.,Official Lattafa Thouq; size 80 ML matches catalog ذوق.,https://www.lattafa.my/cdn/91b15886-eddd-42f9-7c9e-69cd0f832800/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3347,عطر عود نجدية,Oud Najdia,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/oud-najdia/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر عود نجدية' aligns with official 'Oud Najdia' via transliteration.,Replacement for ARD-4293 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/665f27e7-b356-4316-bde6-c0df39109400/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3349,عطر اورا 60 مل,Aura,Lattafa,60 مل,,Eau de Parfum,perfumes,official_manufacturer,trusted_retailer,https://lattafa.com/product/aura/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر اورا 60 مل' aligns with official 'Aura' via transliteration.,Official Lattafa Aura 60 ML unisex matches catalog. | image unresolved in enrichment pass,https://ecombe.nahdionline.com/media/catalog/product/1/0/103564351_a211395a7a14132ad_28334.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3350,عطر فلفت روز 100 مل,Velvet Rose,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/velvet-rose/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر فلفت روز 100 مل' aligns with official 'Velvet Rose' via transliteration.,Official Lattafa Velvet Rose 100 ML women.,https://www.lattafa.my/cdn/perfumes/lattafa/velvet-rose-by-lattafa-100ml-edp-unisex-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
